DATA,TEMP
1982-07-01,27.09
1982-08-01,26.66
1982-09-01,26.07
1982-10-01,24.39
1982-11-01,22.47
1982-12-01,21.06
1983-01-01,20.88
1983-02-01,21.74
1983-03-01,22.47
1983-04-01,23.6
1983-05-01,25.02
1983-06-01,25.76
1983-07-01,25.53
1983-08-01,24.76
1983-09-01,22.94
1983-10-01,21.27
1983-11-01,19.69
1983-12-01,19.27
1984-01-01,19.5
1984-02-01,20.16
1984-03-01,20.61
1984-04-01,21.77
1984-05-01,23.33
1984-06-01,24.58
1984-07-01,25.24
1984-08-01,24.95
1984-09-01,23.29
1984-10-01,21.6
1984-11-01,21.01
1984-12-01,19.97
1985-01-01,19.74
1985-02-01,19.88
1985-03-01,20.94
1985-04-01,21.99
1985-05-01,24.51
1985-06-01,26.66
1985-07-01,27.09
1985-08-01,26.25
1985-09-01,25.47
1985-10-01,25.01
1985-11-01,24.11
1985-12-01,23.42
1986-01-01,22.12
1986-02-01,22.58
1986-03-01,23.32
1986-04-01,24.89
1986-05-01,26.03
1986-06-01,26.48
1986-07-01,26.27
1986-08-01,24.87
1986-09-01,23.44
1986-10-01,21.76
1986-11-01,20.84
1986-12-01,19.47
1987-01-01,19.49
1987-02-01,19.8
1987-03-01,20.71
1987-04-01,21.74
1987-05-01,23.29
1987-06-01,24.87
1987-07-01,25.69
1987-08-01,25.28
1987-09-01,24.35
1987-10-01,22.48
1987-11-01,21.58
1987-12-01,20.73
1988-01-01,20.15
1988-02-01,19.88
1988-03-01,20.68
1988-04-01,21.41
1988-05-01,23.55
1988-06-01,24.95
1988-07-01,26.06
1988-08-01,25.53
1988-09-01,23.71
1988-10-01,21.84
1988-11-01,21.05
1988-12-01,19.97
1989-01-01,19.14
1989-02-01,19.17
1989-03-01,19.44
1989-04-01,21.05
1989-05-01,23.51
1989-06-01,25.36
1989-07-01,25.88
1989-08-01,25.72
1989-09-01,25.11
1989-10-01,24.46
1989-11-01,23.3
1989-12-01,21.91
1990-01-01,21.56
1990-02-01,21.69
1990-03-01,22.14
1990-04-01,23.29
1990-05-01,24.93
1990-06-01,25.79
1990-07-01,26.13
1990-08-01,25.29
1990-09-01,23.88
1990-10-01,22.7
1990-11-01,21.63
1990-12-01,20.25
1991-01-01,19.82
1991-02-01,20.61
1991-03-01,21.29
1991-04-01,22.47
1991-05-01,24.32
1991-06-01,25.77
1991-07-01,25.39
1991-08-01,24.73
1991-09-01,23.15
1991-10-01,21.89
1991-11-01,21.01
1991-12-01,19.66
1992-01-01,19.98
1992-02-01,20.22
1992-03-01,21.62
1992-04-01,22.94
1992-05-01,24.71
1992-06-01,25.6
1992-07-01,25.93
1992-08-01,25.58
1992-09-01,24.52
1992-10-01,23.28
1992-11-01,21.79
1992-12-01,21.05
1993-01-01,21.15
1993-02-01,21.43
1993-03-01,21.95
1993-04-01,22.97
1993-05-01,24.35
1993-06-01,25.73
1993-07-01,26.46
1993-08-01,25.71
1993-09-01,24.46
1993-10-01,22.88
1993-11-01,21.26
1993-12-01,20.57
1994-01-01,20.45
1994-02-01,20.43
1994-03-01,21.23
1994-04-01,22.34
1994-05-01,22.98
1994-06-01,24.9
1994-07-01,25.94
1994-08-01,24.89
1994-09-01,23.9
1994-10-01,22.57
1994-11-01,21.1
1994-12-01,20.03
1995-01-01,20.09
1995-02-01,20.58
1995-03-01,21.26
1995-04-01,22.6
1995-05-01,24.36
1995-06-01,25.42
1995-07-01,25.4
1995-08-01,24.96
1995-09-01,24.21
1995-10-01,23.35
1995-11-01,22.5
1995-12-01,21.89
1996-01-01,22.04
1996-02-01,22.88
1996-03-01,24.57
1996-04-01,25.89
1996-05-01,27.25
1996-06-01,28.23
1996-07-01,28.85
1996-08-01,28.82
1996-09-01,28.37
1996-10-01,27.43
1996-11-01,25.73
1996-12-01,23.88
1997-01-01,22.26
1997-02-01,22.22
1997-03-01,22.21
1997-04-01,23.19
1997-05-01,24.32
1997-06-01,25.12
1997-07-01,25.75
1997-08-01,25.4
1997-09-01,23.58
1997-10-01,22.3
1997-11-01,21.53
1997-12-01,20.64
1998-01-01,20.73
1998-02-01,20.62
1998-03-01,21.7
1998-04-01,22.47
1998-05-01,23.84
1998-06-01,24.83
1998-07-01,25.6
1998-08-01,24.28
1998-09-01,22.67
1998-10-01,21.84
1998-11-01,20.75
1998-12-01,19.9
1999-01-01,19.86
1999-02-01,20.26
1999-03-01,20.97
1999-04-01,22.49
1999-05-01,24.31
1999-06-01,25.9
1999-07-01,25.78
1999-08-01,24.86
1999-09-01,23.35
1999-10-01,22.03
1999-11-01,21.64
1999-12-01,21.07
2000-01-01,21.13
2000-02-01,21.46
2000-03-01,22.17
2000-04-01,23.53
2000-05-01,25.6
2000-06-01,27.02
2000-07-01,27.89
2000-08-01,26.95
2000-09-01,25.96
2000-10-01,24.04
2000-11-01,23.0
2000-12-01,21.92
2001-01-01,22.0
2001-02-01,22.54
2001-03-01,22.84
2001-04-01,23.51
2001-05-01,24.76
2001-06-01,25.74
2001-07-01,25.71
2001-08-01,24.68
2001-09-01,23.18
2001-10-01,21.66
2001-11-01,20.59
2001-12-01,19.63
2002-01-01,19.44
2002-02-01,19.83
2002-03-01,20.96
2002-04-01,22.25
2002-05-01,24.36
2002-06-01,26.02
2002-07-01,26.21
2002-08-01,25.54
2002-09-01,23.36
2002-10-01,22.14
2002-11-01,21.27
2002-12-01,20.86
2003-01-01,20.17
2003-02-01,20.52
2003-03-01,21.44
2003-04-01,22.61
2003-05-01,24.22
2003-06-01,26.17
2003-07-01,26.15
2003-08-01,25.15
2003-09-01,24.14
2003-10-01,22.76
2003-11-01,21.36
2003-12-01,20.7
2004-01-01,20.28
2004-02-01,20.4
2004-03-01,21.19
2004-04-01,22.29
2004-05-01,23.99
2004-06-01,25.59
2004-07-01,26.31
2004-08-01,25.15
2004-09-01,24.44
2004-10-01,23.28
2004-11-01,22.39
2004-12-01,21.39
2005-01-01,21.22
2005-02-01,21.73
2005-03-01,22.4
2005-04-01,23.75
2005-05-01,25.02
2005-06-01,26.62
2005-07-01,27.72
2005-08-01,27.58
2005-09-01,26.44
2005-10-01,23.86
2005-11-01,21.84
2005-12-01,20.87
2006-01-01,20.85
2006-02-01,21.15
2006-03-01,21.84
2006-04-01,22.79
2006-05-01,24.68
2006-06-01,26.46
2006-07-01,27.07
2006-08-01,26.84
2006-09-01,25.6
2006-10-01,24.11
2006-11-01,22.61
2006-12-01,21.65
2007-01-01,21.11
2007-02-01,21.71
2007-03-01,22.07
2007-04-01,22.86
2007-05-01,24.56
2007-06-01,25.89
2007-07-01,25.75
2007-08-01,24.49
2007-09-01,23.52
2007-10-01,22.31
2007-11-01,21.17
2007-12-01,20.22
2008-01-01,20.65
2008-02-01,22.04
2008-03-01,22.27
2008-04-01,23.75
2008-05-01,25.48
2008-06-01,26.25
2008-07-01,26.09
2008-08-01,24.32
2008-09-01,23.37
2008-10-01,22.43
2008-11-01,21.42
2008-12-01,20.46
2009-01-01,20.5
2009-02-01,20.62
2009-03-01,21.49
2009-04-01,22.03
2009-05-01,23.81
2009-06-01,25.52
2009-07-01,26.28
2009-08-01,24.0
2009-09-01,23.11
2009-10-01,21.66
2009-11-01,20.72
2009-12-01,20.23
2010-01-01,20.43
2010-02-01,20.52
2010-03-01,20.77
2010-04-01,21.68
2010-05-01,23.7
2010-06-01,26.08
2010-07-01,27.17
2010-08-01,26.74
2010-09-01,26.77
2010-10-01,26.15
2010-11-01,25.59
2010-12-01,24.95
2011-01-01,24.69
2011-02-01,24.64
2011-03-01,25.85
2011-04-01,27.08
2011-05-01,28.12
2011-06-01,28.82
2011-07-01,29.24
2011-08-01,28.45
2011-09-01,27.36
2011-10-01,25.19
2011-11-01,23.61
2011-12-01,22.27
2012-01-01,21.31
2012-02-01,21.37
2012-03-01,21.6
2012-04-01,22.81
2012-05-01,24.23
2012-06-01,25.73
2012-07-01,26.47
2012-08-01,24.53
2012-09-01,23.64
2012-10-01,22.09
2012-11-01,21.36
2012-12-01,20.67
2013-01-01,20.08
2013-02-01,20.46
2013-03-01,20.62
2013-04-01,22.42
2013-05-01,24.01
2013-06-01,25.38
2013-07-01,25.67
2013-08-01,25.53
2013-09-01,24.27
2013-10-01,22.93
2013-11-01,21.47
2013-12-01,20.07
2014-01-01,20.64
2014-02-01,20.9
2014-03-01,20.67
2014-04-01,22.08
2014-05-01,24.24
2014-06-01,26.11
2014-07-01,26.89
2014-08-01,25.99
2014-09-01,23.98
2014-10-01,22.71
2014-11-01,21.48
2014-12-01,20.24
2015-01-01,19.73
2015-02-01,20.14
2015-03-01,20.68
2015-04-01,21.73
2015-05-01,24.09
2015-06-01,26.23
2015-07-01,27.39
2015-08-01,26.44
2015-09-01,25.29
2015-10-01,23.28
2015-11-01,21.64
2015-12-01,21.32
2016-01-01,21.42
2016-02-01,21.85
2016-03-01,22.85
2016-04-01,24.05
2016-05-01,25.01
2016-06-01,26.27
2016-07-01,26.91
2016-08-01,25.41
2016-09-01,23.24
2016-10-01,22.15
2016-11-01,21.5
2016-12-01,21.25
2017-01-01,20.75
2017-02-01,21.7
2017-03-01,22.33
2017-04-01,23.6
2017-05-01,25.09
2017-06-01,26.47
2017-07-01,26.12
2017-08-01,25.27
2017-09-01,23.44
2017-10-01,22.54
2017-11-01,21.26
2017-12-01,20.79
2018-01-01,20.83
2018-02-01,21.56
2018-03-01,22.88
2018-04-01,23.39
2018-05-01,24.61
2018-06-01,25.09
2018-07-01,25.23
2018-08-01,25.21
2018-09-01,24.31
2018-10-01,22.6
2018-11-01,21.61
2018-12-01,20.47
2019-01-01,20.0
2019-02-01,19.89
2019-03-01,20.61
2019-04-01,22.2
2019-05-01,24.76
2019-06-01,26.52
2019-07-01,26.22
2019-08-01,24.29
2019-09-01,23.84
2019-10-01,22.82
2019-11-01,22.2
2019-12-01,21.89
2020-01-01,21.93
2020-02-01,22.46
2020-03-01,22.61
2020-04-01,24.15
2020-05-01,25.82
2020-06-01,26.81
2020-07-01,26.41
2020-08-01,24.96
2020-09-01,23.05
2020-10-01,21.61
2020-11-01,21.05
2020-12-01,19.95
2021-01-01,19.85
2021-02-01,19.31
2021-03-01,19.82
2021-04-01,21.15
2021-05-01,24.24
2021-06-01,26.39
2021-07-01,26.91
2021-08-01,25.68
2021-09-01,24.43
2021-10-01,23.19
2021-11-01,23.02
2021-12-01,22.14
2022-01-01,21.6
2022-02-01,21.39
2022-03-01,21.54
2022-04-01,22.73
2022-05-01,24.39
2022-06-01,25.53
2022-07-01,25.48
2022-08-01,25.84
2022-09-01,24.95
2022-10-01,24.09
2022-11-01,23.09
2022-12-01,22.03
2023-01-01,21.48
2023-02-01,21.64
2023-03-01,21.99
2023-04-01,23.21
2023-05-01,24.7
2023-06-01,26.16
2023-07-01,26.54
2023-08-01,26.04
2023-09-01,24.75
2023-10-01,23.26
2023-11-01,21.11
2023-12-01,19.49
2024-01-01,19.28
2024-02-01,19.73
2024-03-01,20.44
2024-04-01,22.07
