DATA,TEMP
2010-10-01,32.23
2010-11-01,31.38
2010-12-01,30.85
2011-01-01,31.2
2011-02-01,29.18
2011-03-01,28.23
2011-04-01,25.54
2011-05-01,24.18
2011-06-01,25.74
2011-07-01,29.5
2011-08-01,32.37
2011-09-01,33.57
2011-10-01,33.88
2011-11-01,30.96
2011-12-01,31.45
2012-01-01,31.05
2012-02-01,29.78
2012-03-01,27.6
2012-04-01,25.11
2012-05-01,25.66
2012-06-01,29.33
2012-07-01,29.56
2012-08-01,32.59
2012-09-01,34.09
2012-10-01,32.65
2012-11-01,31.59
2012-12-01,30.76
2013-01-01,30.57
2013-02-01,30.46
2013-03-01,27.61
2013-04-01,25.27
2013-05-01,25.19
2013-06-01,26.28
2013-07-01,29.33
2013-08-01,33.57
2013-09-01,34.05
2013-10-01,32.63
2013-11-01,31.29
2013-12-01,31.06
2014-01-01,30.64
2014-02-01,30.49
2014-03-01,28.41
2014-04-01,25.19
2014-05-01,23.97
2014-06-01,25.48
2014-07-01,30.34
2014-08-01,32.13
2014-09-01,33.86
2014-10-01,32.15
2014-11-01,31.24
2014-12-01,30.69
2015-01-01,30.92
2015-02-01,30.81
2015-03-01,28.15
2015-04-01,25.91
2015-05-01,25.27
2015-06-01,27.75
2015-07-01,30.57
2015-08-01,33.09
2015-09-01,34.09
2015-10-01,33.73
2015-11-01,31.77
2015-12-01,31.84
2016-01-01,31.6
2016-02-01,30.75
2016-03-01,27.59
2016-04-01,25.53
2016-05-01,24.89
2016-06-01,27.03
2016-07-01,31.94
2016-08-01,34.07
2016-09-01,34.43
2016-10-01,33.22
2016-11-01,31.24
2016-12-01,30.77
2017-01-01,30.65
2017-02-01,30.47
2017-03-01,28.01
2017-04-01,24.88
2017-05-01,24.18
2017-06-01,26.47
2017-07-01,30.17
2017-08-01,31.7
2017-09-01,34.33
2017-10-01,33.02
2017-11-01,31.41
2017-12-01,30.92
2018-01-01,30.81
2018-02-01,30.85
2018-03-01,28.31
2018-04-01,25.6
2018-05-01,23.61
2018-06-01,26.44
2018-07-01,30.2
2018-08-01,32.46
2018-09-01,34.3
2018-10-01,33.6
2018-11-01,31.88
2018-12-01,30.96
2019-01-01,30.65
2019-02-01,30.2
2019-03-01,28.11
2019-04-01,25.34
2019-05-01,24.56
2019-06-01,26.59
2019-07-01,30.62
2019-08-01,32.66
2019-09-01,34.46
2019-10-01,32.44
2019-11-01,31.07
2019-12-01,30.76
2020-01-01,31.04
2020-02-01,30.27
2020-03-01,27.83
2020-04-01,25.37
2020-05-01,23.83
2020-06-01,25.97
2020-07-01,28.95
2020-08-01,32.74
2020-09-01,33.77
2020-10-01,34.15
2020-11-01,31.85
2020-12-01,31.32
2021-01-01,30.68
2021-02-01,30.29
2021-03-01,28.05
2021-04-01,25.08
2021-05-01,24.58
2021-06-01,26.89
2021-07-01,29.07
2021-08-01,31.87
2021-09-01,34.09
2021-10-01,32.48
2021-11-01,31.88
2021-12-01,31.52
2022-01-01,31.55
2022-02-01,31.04
2022-03-01,28.1
2022-04-01,25.67
2022-05-01,26.94
2022-06-01,29.72
2022-07-01,32.62
2022-08-01,35.38
2022-09-01,35.72
2022-10-01,34.03
2022-11-01,31.64
2022-12-01,31.79
2023-01-01,31.66
2023-02-01,31.98
2023-03-01,30.11
2023-04-01,28.01
2023-05-01,26.45
2023-06-01,29.46
2023-07-01,31.6
2023-08-01,34.95
2023-09-01,35.84
2023-10-01,33.82
2023-11-01,31.88
2023-12-01,31.72
2024-01-01,32.22
2024-02-01,32.29
2024-03-01,29.6
2024-04-01,27.18
